Date,Flow,Port,Region,Volume (10^3 m3),Volume (MCF),Value (CN$),Value (US$),Price (CN$/GJ),Price (US$/MMBTU),Price (US$/kCF)
06/01/1986,Exports,Reagan Field,MidWest,375.3,13248.45099,49145,35363.63,2.78,2.11,2.18807
06/01/1986,Exports,Sprague,MidWest,228.6,8069.799886,34378,24737.63,4.02,3.05,3.16285
06/01/1986,Exports,Total,Total,1249522.6,44109349.67,161444444.9,116171757.9,3.43,2.61,2.70657
06/01/1986,Imports,Coutts,MidWest,14.1,497.7435625,0,0,0,0,0
06/01/1986,Imports,Ojibway (Windsor),MidWest,40885.3,1443290.417,0,0,0,0,0
06/01/1986,Imports,Total,Total,40899.4,1443788.16,4263544.21,3067949.63,2.78,2.11,2.18807
07/01/1986,Exports,Aden,MidWest,14965.9,528310.6654,1540623,1115923,2.77,2.12,2.19844
07/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
07/01/1986,Exports,Cornwall,East,9683.8,341847.4547,1370999,993058.85,3.78,2.89,2.99693
07/01/1986,Exports,Emerson,MidWest,233225.3,8233077.425,35680753.11,25844721.84,4.09,3.12,3.23544
07/01/1986,Exports,Fort Frances,East,5671.1,200195.2849,833811,603956.24,3.93,3,3.111
07/01/1986,Exports,Huntingdon,West,150098.5,5298621.427,0,0,0,0,0
07/01/1986,Exports,Kingsgate,West,729250.6,25743247.63,84365080.62,61108352.58,3.08,2.35,2.43695
07/01/1986,Exports,Monchy,MidWest,110542.7,3902263.639,0,0,0,0,0
07/01/1986,Exports,Niagara Falls,East,94085.8,3321319.239,0,0,0,0,0
07/01/1986,Exports,Philipsburg,East,5934.4,209490.0282,610386,442122.29,2.75,2.1,2.1777
07/01/1986,Exports,Reagan Field,MidWest,386.3,13636.76157,50283,36421.6,2.77,2.11,2.18807
07/01/1986,Exports,Sprague,MidWest,203.8,7194.336031,30394,22015.36,3.98,3.04,3.15248
07/01/1986,Exports,Total,Total,1354048.6,47799218.01,165924444,120184433.6,3.26,2.49,2.58213
07/01/1986,Imports,Coutts,MidWest,18.7,660.1279872,1958.94,1418.92,2.79,2.13,2.20881
07/01/1986,Imports,Ojibway (Windsor),MidWest,31132.4,1099003.666,3194568,2313928.78,2.74,2.09,2.16733
07/01/1986,Imports,Total,Total,31151.1,1099663.794,3196526.94,2315347.7,2.74,2.09,2.16733
08/01/1986,Exports,Aden,MidWest,12723.3,449144.7283,1301751,937651.86,2.78,2.11,2.18807
08/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
08/01/1986,Exports,Cornwall,East,10630.6,375270.4054,1263629,910192.56,3.18,2.41,2.49917
08/01/1986,Exports,Emerson,MidWest,269796.2,9524065.372,38469543.34,27709630.16,3.81,2.9,3.0073
08/01/1986,Exports,Fort Frances,East,5711.8,201632.0341,839661,604808.21,3.93,2.99,3.10063
08/01/1986,Exports,Huntingdon,West,148012.2,5224973.03,0,0,0,0,0
08/01/1986,Exports,Kingsgate,West,742708.4,26218320.92,80528717.77,58004873.27,2.89,2.19,2.27103
08/01/1986,Exports,Monchy,MidWest,133394.8,4708964.75,0,0,0,0,0
08/01/1986,Exports,Niagara Falls,East,91321,3223719.14,0,0,0,0,0
08/01/1986,Exports,Philipsburg,East,5766.7,203570.0569,557209,401357.9,2.58,1.96,2.03252
08/01/1986,Exports,Reagan Field,MidWest,395.8,13972.12071,51809,37318.05,2.78,2.11,2.18807
08/01/1986,Exports,Sprague,MidWest,217.3,7670.899017,32585,23470.99,4.01,3.05,3.16285
08/01/1986,Exports,Total,Total,1420678.5,50151317.57,166781851,120133045.7,3.11,2.37,2.45769
08/01/1986,Imports,Coutts,MidWest,12.5,441.2620235,0,0,0,0,0
08/01/1986,Imports,Ojibway (Windsor),MidWest,2878.9,101627.9392,0,0,0,0,0
08/01/1986,Imports,Total,Total,2891.4,102069.2012,297084.87,213990.37,2.74,2.08,2.15696
09/01/1986,Exports,Aden,MidWest,14708.5,519224.1978,1472032,1061251.76,2.73,2.07,2.14659
09/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
09/01/1986,Exports,Cornwall,East,12337.2,435515.0269,1165697,840401.56,2.53,1.93,2.00141
09/01/1986,Exports,Emerson,MidWest,314035.3,11085748.15,42408899.41,30574416.35,3.62,2.75,2.85175
09/01/1986,Exports,Fort Frances,East,6782.7,239435.8341,933818,673229.93,3.69,2.81,2.91397
09/01/1986,Exports,Huntingdon,West,199729.4,7050639.936,0,0,0,0,0
09/01/1986,Exports,Kingsgate,West,737638.8,26039359.16,78629421.32,56687362.76,2.83,2.16,2.23992
09/01/1986,Exports,Monchy,MidWest,157084.7,5545241.007,0,0,0,0,0
09/01/1986,Exports,Niagara Falls,East,87649.8,3094122.249,0,0,0,0,0
09/01/1986,Exports,Philipsburg,East,6858.6,242115.1772,642621,463293.37,2.51,1.91,1.98067
09/01/1986,Exports,Reagan Field,MidWest,475.6,16789.13747,62199,44841.96,2.78,2.11,2.18807
09/01/1986,Exports,Sprague,MidWest,358.3,12648.33464,53602,38644.01,4.01,3.05,3.16285
09/01/1986,Exports,Total,Total,1537659.3,54280852.33,171827605.4,123877978.9,2.97,2.26,2.34362
09/01/1986,Imports,Coutts,MidWest,41.3,1457.929726,0,0,0,0,0
09/01/1986,Imports,Total,Total,41.3,1457.929726,4283.23,3087.97,2.77,2.1,2.1777
10/01/1986,Exports,Aden,MidWest,14003.5,494337.0197,1437326,1035313.69,2.78,2.11,2.18807
10/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
10/01/1986,Exports,Cornwall,East,16784.4,592505.4646,1750222,1260694.37,2.79,2.12,2.19844
10/01/1986,Exports,Emerson,MidWest,349041.1,12321486.57,44476611.43,32036743.81,3.41,2.59,2.68583
10/01/1986,Exports,Fort Frances,East,6867.7,242436.4159,942467,678864.08,3.67,2.79,2.89323
10/01/1986,Exports,Huntingdon,West,269291,9506231.326,0,0,0,0,0
10/01/1986,Exports,Kingsgate,West,907131.6,32022618.03,87891566.83,63308771.04,2.56,1.95,2.02215
10/01/1986,Exports,Monchy,MidWest,223860,7902473.327,0,0,0,0,0
10/01/1986,Exports,Niagara Falls,East,86091.1,3039098.639,0,0,0,0,0
10/01/1986,Exports,Philipsburg,East,10498.2,370596.558,1007187,725482.24,2.57,1.95,2.02215
10/01/1986,Exports,Reagan Field,MidWest,491.8,17361.01305,64374,46368.94,2.78,2.11,2.18807
10/01/1986,Exports,Sprague,MidWest,677.2,23905.81139,101469,73088.67,4.01,3.05,3.16285
10/01/1986,Exports,Total,Total,1884738,66533064.29,192480940.5,138645062.7,2.71,2.06,2.13622
10/01/1986,Imports,Coutts,MidWest,286.3,10106.66539,29509.87,21256.12,2.75,2.09,2.16733
10/01/1986,Imports,Ojibway (Windsor),MidWest,24167.5,853135.9962,2227502,1604481.74,2.46,1.87,1.93919
10/01/1986,Imports,Total,Total,24453.8,863242.6616,2257011.87,1625737.86,2.46,1.87,1.93919
11/01/1986,Exports,Aden,MidWest,24497,864767.6632,1605667,1158445.91,1.78,1.35,1.39995
11/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
11/01/1986,Exports,Cornwall,East,21226.5,749315.8674,2569189,1853601.33,3.24,2.47,2.56139
11/01/1986,Exports,Emerson,MidWest,334713.7,11815715.56,41676674.68,30068609.07,3.33,2.54,2.63398
11/01/1986,Exports,Fort Frances,East,10039.4,354400.4767,1058002,763320.22,2.82,2.15,2.22955
11/01/1986,Exports,Huntingdon,West,356393.2,12581022.77,0,0,0,0,0
11/01/1986,Exports,Kingsgate,West,943906,33320789.72,88256169.28,63674471.93,2.46,1.87,1.93919
11/01/1986,Exports,Monchy,MidWest,250215,8832830.177,0,0,0,0,0
11/01/1986,Exports,Niagara Falls,East,34592.1,1221134.403,0,0,0,0,0
11/01/1986,Exports,Philipsburg,East,15225.4,537471.265,1884001,1359256.47,3.31,2.52,2.61324
11/01/1986,Exports,Reagan Field,MidWest,423,14932.30688,36275,26171.44,1.82,1.39,1.44143
11/01/1986,Exports,Sprague,MidWest,1160.8,40977.35655,140576,101421.83,3.24,2.47,2.56139
11/01/1986,Exports,Total,Total,1992392.5,70333371.69,197039099.2,142158454.1,2.61,1.99,2.06363
11/01/1986,Imports,Coutts,MidWest,122.4,4320.837734,7893.96,5695.28,1.74,1.33,1.37921
11/01/1986,Imports,Ojibway (Windsor),MidWest,39218.7,1384457.834,3556672,2566043.97,2.42,1.84,1.90808
11/01/1986,Imports,Total,Total,39341.1,1388778.671,3564565.96,2571739.26,2.42,1.84,1.90808
12/01/1986,Exports,Aden,MidWest,20151.4,711363.8032,1287727,933270.76,1.74,1.33,1.37921
12/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
12/01/1986,Exports,Cornwall,East,25369.4,895564.2223,3113595,2256555.3,3.29,2.51,2.60287
12/01/1986,Exports,Emerson,MidWest,459963.3,16237146.92,48179064.85,34917426.33,2.8,2.14,2.21918
12/01/1986,Exports,Fort Frances,East,10228.8,361086.4789,1071658,776676.33,2.8,2.14,2.21918
12/01/1986,Exports,Huntingdon,West,421360,14874413.3,0,0,0,0,0
12/01/1986,Exports,Kingsgate,West,1249603.4,44112201.99,111537986.6,80836343.35,2.36,1.8,1.8666
12/01/1986,Exports,Monchy,MidWest,239566.5,8456927.884,0,0,0,0,0
12/01/1986,Exports,Niagara Falls,East,50316.7,1776227.909,0,0,0,0,0
12/01/1986,Exports,Philipsburg,East,19036,671989.1104,2499920,1811798.81,3.52,2.69,2.78953
12/01/1986,Exports,Reagan Field,MidWest,463.3,16354.93564,38103,27614.87,1.75,1.34,1.38958
12/01/1986,Exports,Sprague,MidWest,1355.5,47850.45383,163419,118436.73,3.23,2.47,2.56139
12/01/1986,Exports,Total,Total,2497414.7,88161141.12,234583135.8,170012419.1,2.48,1.9,1.9703
12/01/1986,Imports,Coutts,MidWest,133,4695.02793,8495.15,6156.8,1.7,1.3,1.3481
12/01/1986,Imports,Ojibway (Windsor),MidWest,25297.5,893026.0832,2337823,1694320.19,2.46,1.88,1.94956
12/01/1986,Imports,Total,Total,25430.5,897721.1111,2346318.15,1700476.99,2.46,1.88,1.94956
01/01/1987,Exports,Aden,MidWest,19820.2,699672.1247,1249557,918589.28,1.71,1.33,1.37921
01/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
01/01/1987,Exports,Cornwall,East,28676.8,1012318.624,3498525,2571877.53,3.27,2.53,2.62361
01/01/1987,Exports,Emerson,MidWest,579385,20452847.8,53630266.87,39425322.99,2.48,1.92,1.99104
01/01/1987,Exports,Fort Frances,East,10389.2,366748.7532,1074773,790099.98,2.77,2.15,2.22955
01/01/1987,Exports,Huntingdon,West,468668.9,16544462.97,0,0,0,0,0
01/01/1987,Exports,Kingsgate,West,1284916.5,45358788.39,117977432.9,86728981,2.43,1.89,1.95993
01/01/1987,Exports,Monchy,MidWest,351567,12410653.27,0,0,0,0,0
01/01/1987,Exports,Niagara Falls,East,97585.2,3444851.425,0,0,0,0,0
01/01/1987,Exports,Philipsburg,East,21689.4,765656.6826,2819833,2072949.35,3.48,2.7,2.7999
01/01/1987,Exports,Reagan Field,MidWest,470.9,16623.22295,38180,28067.34,1.72,1.34,1.38958
01/01/1987,Exports,Sprague,MidWest,1543.9,54501.15505,183728,135064.32,3.19,2.47,2.56139
01/01/1987,Exports,Total,Total,2864713.4,101127138.5,259747858.2,190948951.1,2.4,1.86,1.92882
01/01/1987,Imports,Coutts,MidWest,166.7,5884.670345,10502.92,7721.03,1.68,1.3,1.3481
01/01/1987,Imports,Ojibway (Windsor),MidWest,13648.7,481812.2384,1242302,913255.9,2.43,1.88,1.94956
01/01/1987,Imports,Total,Total,13815.4,487696.9088,1252804.92,920976.93,2.42,1.88,1.94956
02/01/1987,Exports,Aden,MidWest,18642.1,658084.0615,1152675,864138.99,1.68,1.33,1.37921
02/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
02/01/1987,Exports,Cornwall,East,26630.4,940078.7353,3083835,2311893.7,3.1,2.45,2.54065
02/01/1987,Exports,Emerson,MidWest,320055.5,11298267.01,37292572.72,27957547.58,3.12,2.47,2.56139
02/01/1987,Exports,Fort Frances,East,9024,318555.88,956143,716802.61,2.84,2.25,2.33325
02/01/1987,Exports,Huntingdon,West,408605.5,14424167.18,0,0,0,0,0
02/01/1987,Exports,Kingsgate,West,1109824.8,39177882.96,104588924.6,78408369.92,2.5,1.98,2.05326
02/01/1987,Exports,Monchy,MidWest,262767.7,9275952.561,0,0,0,0,0
02/01/1987,Exports,Niagara Falls,East,121346.5,4283648.171,11866307.69,8895949.99,2.62,2.07,2.14659
02/01/1987,Exports,Philipsburg,East,20341.1,718060.3957,2563268,1921634.31,3.38,2.67,2.76879
02/01/1987,Exports,Reagan Field,MidWest,415.9,14681.67005,33066,24788.96,1.69,1.34,1.38958
02/01/1987,Exports,Sprague,MidWest,1023.1,36116.4141,119209,89368.77,3.12,2.47,2.56139
02/01/1987,Exports,Total,Total,2298677,81145509.15,219787834.5,164770848.2,2.53,2,2.074
02/01/1987,Imports,Coutts,MidWest,86.2,3042.942914,5340.71,4003.83,1.65,1.31,1.35847
02/01/1987,Imports,Ojibway (Windsor),MidWest,7923.1,279693.0511,722397,541567.58,2.43,1.92,1.99104
02/01/1987,Imports,Total,Total,8009.3,282735.994,727737.71,545571.41,2.42,1.92,1.99104
03/01/1987,Exports,Aden,MidWest,19642.4,693395.6136,1200521,910027.73,1.66,1.33,1.37921
03/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
03/01/1987,Exports,Cornwall,East,22632.1,798934.8994,2707265,2052180.87,3.21,2.56,2.65472
03/01/1987,Exports,Emerson,MidWest,293655.3,10366314.55,36118788.52,27379029.01,3.3,2.64,2.73768
03/01/1987,Exports,Fort Frances,East,8070.3,284889.3527,884105,670175.76,2.94,2.35,2.43695
03/01/1987,Exports,Huntingdon,West,541462.1,19114132.95,34887544.23,26445712.18,1.66,1.32,1.36884
03/01/1987,Exports,Kingsgate,West,1183237.5,41769421.88,113771842.4,86242166.54,2.55,2.04,2.11548
03/01/1987,Exports,Monchy,MidWest,258054,9109554.417,0,0,0,0,0
03/01/1987,Exports,Niagara Falls,East,120643.7,4258838.655,11775558.58,8926195.29,2.62,2.09,2.16733
03/01/1987,Exports,Philipsburg,East,16407,579182.8816,2166626,1642361.73,3.54,2.83,2.93471
03/01/1987,Exports,Reagan Field,MidWest,274.3,9683.053844,21494,16293.04,1.67,1.34,1.38958
03/01/1987,Exports,Sprague,MidWest,1023.2,36119.9442,117769,89272.12,3.09,2.47,2.56139
03/01/1987,Exports,Total,Total,2465102.3,87020482.32,229036894.7,173616226.9,2.46,1.96,2.03252
03/01/1987,Imports,Coutts,MidWest,90.9,3208.857435,0,0,0,0,0
03/01/1987,Imports,Ojibway (Windsor),MidWest,264.6,9340.634514,0,0,0,0,0
03/01/1987,Imports,Total,Total,355.5,12549.49195,29177.39,22117.26,2.19,1.75,1.81475
04/01/1987,Exports,Aden,MidWest,6594.9,232806.3135,407447,308923.83,1.66,1.33,1.37921
04/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
04/01/1987,Exports,Cornwall,East,16614.7,586514.8914,2054592,1557779.14,3.32,2.65,2.74805
04/01/1987,Exports,Emerson,MidWest,173991.9,6142081.429,27479217.81,20834575.58,4.23,3.39,3.51543
04/01/1987,Exports,Fort Frances,East,6514,229950.4657,765835,580651.43,3.15,2.52,2.61324
04/01/1987,Exports,Huntingdon,West,335374.1,11839028.32,21387371.67,16215774.94,1.62,1.3,1.3481
04/01/1987,Exports,Kingsgate,West,1128335.8,39831339.06,109490425.8,83014973.97,2.57,2.06,2.13622
04/01/1987,Exports,Monchy,MidWest,166457.8,5876120.453,0,0,0,0,0
04/01/1987,Exports,Niagara Falls,East,88259.3,3115638.185,8466045.93,6418904.46,2.57,2.06,2.13622
04/01/1987,Exports,Philipsburg,East,10915.8,385338.2397,1478641,1121096.6,3.63,2.91,3.01767
04/01/1987,Exports,Reagan Field,MidWest,427.5,15091.1612,33492,25393.43,1.67,1.34,1.38958
04/01/1987,Exports,Sprague,MidWest,489.6,17283.35094,56288,42677.22,3.08,2.47,2.56139
04/01/1987,Exports,Total,Total,1933975.8,68271205.99,191162675.6,144938376.4,2.61,2.09,2.16733
04/01/1987,Imports,Coutts,MidWest,326.2,11515.17377,0,0,0,0,0
04/01/1987,Imports,Total,Total,326.2,11515.17377,20765.96,15744.62,1.7,1.36,1.41032
05/01/1987,Exports,Aden,MidWest,7385.7,260722.3142,471675,351682.64,1.69,1.33,1.37921
05/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
05/01/1987,Exports,Cornwall,East,13862.4,489356.054,1696692,1265059.89,3.27,2.57,2.66509
05/01/1987,Exports,Emerson,MidWest,183637.2,6482569.797,30257699.81,22560253.96,4.4,3.46,3.58802
05/01/1987,Exports,Fort Frances,East,7392.8,260972.951,830955,619563.15,3,2.36,2.44732
05/01/1987,Exports,Huntingdon,West,157948.4,5575730.448,0,0,0,0,0
05/01/1987,Exports,Kingsgate,West,1148757.7,40552251.78,108413584.9,80833573.69,2.49,1.96,2.03252
05/01/1987,Exports,Monchy,MidWest,96999,3424158.001,0,0,0,0,0
05/01/1987,Exports,Niagara Falls,East,105943.9,3739921.575,0,0,0,0,0
05/01/1987,Exports,Philipsburg,East,8133.7,287127.4336,1090320,812946.66,3.58,2.82,2.92434
05/01/1987,Exports,Reagan Field,MidWest,195.1,6887.217663,15543,11588.92,1.7,1.34,1.38958
05/01/1987,Exports,Sprague,MidWest,352.4,12440.05897,41404,30870.98,3.14,2.47,2.56139
05/01/1987,Exports,Total,Total,1730608.7,61092151.75,180945064.2,134913315.5,2.77,2.18,2.26066
05/01/1987,Imports,Coutts,MidWest,106.7,3766.612633,0,0,0,0,0
05/01/1987,Imports,Total,Total,106.7,3766.612633,6777.24,5053.14,1.69,1.33,1.37921
06/01/1987,Exports,Aden,MidWest,5125.2,180924.4898,323577,241736.95,1.68,1.33,1.37921
06/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
06/01/1987,Exports,Cornwall,East,11363.4,401138.9502,1374204,1026636.29,3.24,2.55,2.64435
06/01/1987,Exports,Emerson,MidWest,142448.5,5028569.068,26080402.19,19484070.22,4.9,3.86,4.00282
06/01/1987,Exports,Fort Frances,East,5726.4,202147.4281,713440,532994.66,3.34,2.63,2.72731
06/01/1987,Exports,Huntingdon,West,154417.6,5451089.811,0,0,0,0,0
06/01/1987,Exports,Kingsgate,West,1113086.1,39293009.99,103496569.2,77319912.76,2.47,1.95,2.02215
06/01/1987,Exports,Monchy,MidWest,93975.2,3317414.953,0,0,0,0,0
06/01/1987,Exports,Niagara Falls,East,93975.8,3317436.133,0,0,0,0,0
06/01/1987,Exports,Philipsburg,East,5852,206581.2289,797225,595588.51,3.65,2.88,2.98656
06/01/1987,Exports,Reagan Field,MidWest,183.8,6488.316794,14615,10918.53,1.7,1.34,1.38958
06/01/1987,Exports,Sprague,MidWest,233.2,8232.184311,27240,20350.38,3.13,2.47,2.56139
06/01/1987,Exports,Total,Total,1626387.6,57413046.67,172815484.9,129106484.6,2.82,2.22,2.30214
06/01/1987,Imports,Coutts,MidWest,16,564.8153901,0,0,0,0,0
06/01/1987,Imports,Total,Total,16,564.8153901,1003.16,749.44,1.67,1.32,1.36884
07/01/1987,Exports,Aden,MidWest,7769.7,274277.8835,487994,368071.34,1.67,1.33,1.37921
07/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
07/01/1987,Exports,Cornwall,East,10754.9,379658.3149,1287210,970883.06,3.21,2.55,2.64435
07/01/1987,Exports,Emerson,MidWest,156499.3,5524575.824,25602643.7,19310891.76,4.38,3.49,3.61913
07/01/1987,Exports,Fort Frances,East,5612.5,198126.6486,701453,529073.6,3.35,2.66,2.75842
07/01/1987,Exports,Huntingdon,West,142305,5023503.38,0,0,0,0,0
07/01/1987,Exports,Kingsgate,West,1039494.5,36695155.72,93509123.95,70529613.76,2.37,1.89,1.95993
07/01/1987,Exports,Monchy,MidWest,389626.4,13754186.69,0,0,0,0,0
07/01/1987,Exports,Niagara Falls,East,108102.3,3816115.172,0,0,0,0,0
07/01/1987,Exports,Philipsburg,East,5409,190942.9028,743772,560992.87,3.68,2.93,3.03841
07/01/1987,Exports,Reagan Field,MidWest,456.2,16104.29881,36204,27307.01,1.68,1.34,1.38958
07/01/1987,Exports,Sprague,MidWest,217.6,7681.489305,25196,19004.18,3.1,2.47,2.56139
07/01/1987,Exports,Total,Total,1866247.8,65880342.45,178839402.8,134890302.4,2.54,2.02,2.09474
07/01/1987,Imports,Coutts,MidWest,16.5,582.465871,0,0,0,0,0
07/01/1987,Imports,Total,Total,16.5,582.465871,1040.02,784.44,1.68,1.34,1.38958
08/01/1987,Exports,Aden,MidWest,5945.3,209874.8087,368405,277921.65,1.67,1.33,1.37921
08/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
08/01/1987,Exports,Cornwall,East,10887.7,384346.2827,1272426,959907.53,3.13,2.49,2.58213
08/01/1987,Exports,Emerson,MidWest,175322.1,6189038.769,26689569.02,20134387.64,4.08,3.24,3.35988
08/01/1987,Exports,Fort Frances,East,5729.9,202270.9815,706424,532920.36,3.3,2.63,2.72731
08/01/1987,Exports,Huntingdon,West,189525.8,6690443.041,18994772.7,14329497.66,2.59,2.06,2.13622
08/01/1987,Exports,Kingsgate,West,1086059.2,38338934.42,95599179.1,72119221.14,2.34,1.86,1.92882
08/01/1987,Exports,Monchy,MidWest,563591.7,19895329.12,0,0,0,0,0
08/01/1987,Exports,Niagara Falls,East,67727.2,2390835.305,0,0,0,0,0
08/01/1987,Exports,Philipsburg,East,5842.3,206238.8096,769529,580526.24,3.53,2.81,2.91397
08/01/1987,Exports,Reagan Field,MidWest,416.3,14695.79043,33031,24918.31,1.68,1.34,1.38958
08/01/1987,Exports,Sprague,MidWest,232.5,8207.473637,26912,20302.19,3.1,2.47,2.56139
08/01/1987,Exports,Total,Total,2111280.4,74530228.92,189401879.5,142883193.8,2.39,1.9,1.9703
08/01/1987,Imports,Coutts,MidWest,20.4,720.1396224,0,0,0,0,0
08/01/1987,Imports,Total,Total,20.4,720.1396224,1268.99,957.32,1.66,1.32,1.36884
09/01/1987,Exports,Aden,MidWest,18800.8,663686.3241,1152805,876457.84,1.65,1.32,1.36884
09/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
09/01/1987,Exports,Cornwall,East,11670.8,411990.4659,1389715,1056576.45,3.17,2.55,2.64435
09/01/1987,Exports,Emerson,MidWest,158487.7,5594768.256,24521417.5,18643212.58,4.12,3.31,3.43247
09/01/1987,Exports,Fort Frances,East,5637.4,199005.6425,692234,526293.62,3.27,2.63,2.72731
09/01/1987,Exports,Huntingdon,West,230757.9,8145975.832,0,0,0,0,0
09/01/1987,Exports,Kingsgate,West,1024514.7,36166354.37,88428531.05,67230693.42,2.29,1.83,1.89771
09/01/1987,Exports,Monchy,MidWest,524466.6,18514175.45,0,0,0,0,0
09/01/1987,Exports,Niagara Falls,East,78239.4,2761926.077,0,0,0,0,0
09/01/1987,Exports,Philipsburg,East,6813.8,240533.6941,878936,668239.95,3.44,2.76,2.86212
09/01/1987,Exports,Reagan Field,MidWest,105.3,3717.191286,8289,6301.98,1.67,1.34,1.38958
09/01/1987,Exports,Sprague,MidWest,275.9,9739.535383,31807,24182.32,3.07,2.46,2.55102
09/01/1987,Exports,Total,Total,2059770.7,72711886.96,182525289.7,138770842.9,2.35,1.88,1.94956
09/01/1987,Imports,Coutts,MidWest,20.5,723.6697186,0,0,0,0,0
09/01/1987,Imports,Total,Total,20.5,723.6697186,1292.02,982.3,1.68,1.35,1.39995
10/01/1987,Exports,Aden,MidWest,21216.7,748969.9179,1289556,984773.34,1.6,1.29,1.33773
10/01/1987,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
10/01/1987,Exports,Cornwall,East,17074.7,602753.3338,1994338,1522982.24,3.11,2.51,2.60287
10/01/1987,Exports,Emerson,MidWest,372652.6,13154995.23,35007278.21,26733413.87,2.5,2.02,2.09474
10/01/1987,Exports,Fort Frances,East,8289.1,292613.2031,886412,676911.2,2.85,2.3,2.3851
10/01/1987,Exports,Huntingdon,West,306004.9,10802267.31,0,0,0,0,0
10/01/1987,Exports,Kingsgate,West,1106308.8,39053764.78,94850363.31,72432766.77,2.27,1.83,1.89771
10/01/1987,Exports,Monchy,MidWest,684460.7,24162121.08,0,0,0,0,0
10/01/1987,Exports,Niagara Falls,East,101707,3590354.93,0,0,0,0,0
10/01/1987,Exports,Philipsburg,East,11284.2,398343.1141,1400519,1069510.57,3.31,2.67,2.76879
10/01/1987,Exports,Reagan Field,MidWest,283.8,10018.41298,22245,16987.46,1.66,1.34,1.38958
10/01/1987,Exports,Sprague,MidWest,733.9,25907.37592,84260,64345.4,3.06,2.47,2.56139
10/01/1987,Exports,Total,Total,2630016.8,92842122.8,218292219,166699513.2,2.2,1.77,1.83549
10/01/1987,Imports,Coutts,MidWest,51.2,1807.409248,0,0,0,0,0
10/01/1987,Imports,Ojibway (Windsor),MidWest,17878.5,631128.247,0,0,0,0,0
