"Status","Gas Day Start","Gas in storage (TWh)","Full (%)","Trend (%)","Injection (GWh/d)","Withdrawal (GWh/d)","Working gas volume (TWh)","Injection capacity (GWh/d)","Withdrawal capacity (GWh/d)"
"C","2014-02-20","487.6073","52.34","-0.26","204.35","2647.9","931.5754","8796.26","16081.24"
"C","2014-02-19","490.0328","52.6","-0.27","157.06","2662","931.5758","8796.27","16081.25"
"C","2014-02-18","492.3719","52.85","-0.31","140.35","3013.1","931.5762","8796.27","16081.26"
"C","2014-02-17","495.233","53.16","-0.34","91.63","3275","931.5764","8796.29","16081.26"
"C","2014-02-16","498.3584","53.5","-0.23","206.82","2387.4","931.5784","8843.31","16081.3"
"C","2014-02-15","500.4564","53.72","-0.24","223.92","2444.4","931.5786","8843.32","16081.31"
"C","2014-02-14","502.6123","53.95","-0.32","87.35","3091.1","931.5766","8843.32","16081.27"
"C","2014-02-13","505.611","54.27","-0.4","117.04","3811.9","931.5764","8843.33","16081.26"
"C","2014-02-12","509.1703","54.66","-0.39","116.31","3719.4","931.5759","8740.87","16075.97"
"C","2014-02-11","512.6925","55.03","-0.38","89.46","3632.8","931.5759","8682.51","16081.25"
"C","2014-02-10","516.2489","55.42","-0.4","94.62","3814.7","931.576","8667.88","16081.25"
"C","2014-02-09","519.9854","55.82","-0.25","141.75","2494.9","931.5758","8667.9","16081.25"
"C","2014-02-08","522.3062","56.07","-0.25","136.13","2490","931.5753","8667.9","16081.24"
"C","2014-02-07","524.6272","56.32","-0.32","113.94","3048.9","931.5751","8678.6","16081.23"
"C","2014-02-06","527.5522","56.63","-0.36","88.02","3434.9","931.5747","8649.3","16081.23"
"C","2014-02-05","530.8304","56.98","-0.39","109.17","3768.7","931.5747","8649.31","16081.23"
"C","2014-02-04","534.4765","57.37","-0.4","105.54","3837.7","931.5738","8649.32","16081.21"
"C","2014-02-03","522.3462","57.32","-0.44","109.29","4082.1","911.2972","8422.91","15702.02"
"C","2014-02-02","526.3038","57.75","-0.3","123.52","2900.4","911.2982","8418.03","15702.05"
"C","2014-02-01","545.0761","58.53","-0.33","115.86","3217.2","931.35","8606.09","16075.42"
"C","2014-01-31","548.0383","58.84","-0.5","98.45","4796.8","931.3506","8606.52","16075.43"
"C","2014-01-30","552.8478","59.36","-0.61","70.13","5763.7","931.3507","8602.27","15887.47"
"C","2014-01-29","558.5948","59.98","-0.57","71.98","5347.7","931.3486","8602.37","15893.28"
"C","2014-01-28","563.9467","60.55","-0.54","90.28","5074.4","931.3482","8602.51","15929.17"
"C","2014-01-27","568.8433","61.08","-0.53","150.64","5125.5","931.3497","8602.67","15881.22"
"C","2014-01-26","573.8638","61.62","-0.36","210.24","3550.8","931.3507","8602.83","15865.19"
"C","2014-01-25","577.0021","61.95","-0.36","264.61","3627.5","931.3951","8602.98","15866.53"
"C","2014-01-24","580.1427","62.29","-0.44","135.36","4277.3","931.3944","8603.11","15972.71"
"C","2014-01-23","584.4061","62.8","-0.48","138.41","4630.2","930.5107","8603","15910.69"
"C","2014-01-22","588.9859","63.3","-0.47","134.05","4551.9","930.508","8603.11","15910.63"
"C","2014-01-21","593.3649","63.77","-0.46","150.25","4456.4","930.5058","8603.21","15910.59"
"C","2014-01-20","597.6673","64.23","-0.42","95.03","4001.5","930.5043","8603.3","15968.27"
"C","2014-01-19","601.5438","64.65","-0.24","189.84","2424.4","930.5026","8603.34","15969.68"
"C","2014-01-18","603.7455","64.88","-0.25","235.97","2548","930.5043","8841.72","16046.33"
"C","2014-01-17","606.1075","65.14","-0.34","156.53","3335.8","930.5029","8841.74","16105.18"
"C","2014-01-16","609.2789","65.48","-0.36","135.75","3490.8","930.5009","8603.42","16086.95"
"C","2014-01-15","612.6439","65.84","-0.39","154.14","3820.7","930.4984","8603.46","16028.27"
"C","2014-01-14","616.3038","66.23","-0.42","144.18","4016.7","930.4947","8603.51","15866.68"
"C","2014-01-13","620.1507","66.65","-0.38","212.51","3784.1","930.4872","8603.52","15866.52"
"C","2014-01-12","623.6984","67.03","-0.23","297.87","2438.8","930.4712","8603.43","15866.19"
"C","2014-01-11","625.841","67.26","-0.22","321.11","2403.4","930.4741","8603.48","15866.25"
"C","2014-01-10","627.9309","67.49","-0.28","209.14","2824.8","930.4679","8603.42","15866.12"
"C","2014-01-09","630.5384","67.77","-0.24","318.92","2582.9","930.4622","8603.36","15866"
"C","2014-01-08","632.7975","68.01","-0.26","294.36","2676.9","930.4464","8603.17","15865.68"
"C","2014-01-07","635.1693","68.27","-0.24","341.38","2609.1","930.428","8602.97","15865.29"
"C","2014-01-06","637.3775","68.51","-0.2","324.3","2168.7","930.3725","8602.43","15916.5"
"C","2014-01-05","639.2498","68.71","-0.15","395.74","1755.4","930.4027","8602.77","15864.77"
"C","2014-01-04","640.5921","68.85","-0.14","476.78","1792.7","930.3914","8602.68","15864.53"
"C","2014-01-03","641.9559","69","-0.18","507.56","2212.4","930.4327","8603.11","15928.07"
"C","2014-01-02","643.7134","69.18","-0.16","616.22","2118.3","930.4767","8603.59","16086.65"
"C","2014-01-01","645.2153","69.34","-0.1","652.93","1585.1","930.4783","8654.63","16104.67"
"C","2013-12-31","643.7651","69.38","-0.16","412.31","1863.1","927.8737","8600.68","15955.85"
"C","2013-12-30","645.2602","69.54","-0.18","357.33","2026.1","927.9057","8735.7","15957.2"
"C","2013-12-29","645.794","69.6","-0.11","507.48","1561","927.83","8758.32","15955.63"
"C","2013-12-28","646.8131","69.72","-0.1","578.75","1472","927.7732","8769.2","15954.45"
"C","2013-12-27","647.7181","69.81","-0.1","779.58","1715.3","927.8306","8769.73","15955.64"
"C","2013-12-26","648.7559","69.91","-0.08","1038.41","1744.2","927.9352","8770.75","15957.82"
"C","2013-12-25","649.4529","69.99","-0.04","1100.57","1491.7","927.9363","8770.72","15957.84"
"C","2013-12-24","649.8382","70.03","-0.1","795.84","1698.5","927.9364","8770.68","15957.84"
"C","2013-12-23","650.7315","70.13","-0.18","520.28","2190.3","927.9376","8770.65","15957.87"
"C","2013-12-22","652.4118","70.31","-0.18","567.79","2223.4","927.9388","8770.63","15957.89"
"C","2013-12-21","654.0867","70.49","-0.22","539.7","2577.7","927.9395","8770.63","15905.97"
"C","2013-12-20","656.1536","70.71","-0.37","157.37","3605.7","927.94","8770.65","15931.78"
"C","2013-12-19","659.6291","71.09","-0.41","190.87","3964.2","927.94","8770.69","15948.98"
"C","2013-12-18","663.2059","71.47","-0.42","237.55","4096.3","927.9399","8770.74","15957.91"
"C","2013-12-17","667.0785","71.89","-0.44","151.98","4224.6","927.9436","8770.84","15957.99"
"C","2013-12-16","671.1442","72.33","-0.36","274.62","3632.4","927.9472","8770.95","15958.07"
"C","2013-12-15","674.5029","72.69","-0.26","426.15","2809.2","927.9473","8771.02","15958.07"
"C","2013-12-14","676.8981","72.95","-0.32","329.77","3262.4","927.9478","8771.09","15958.08"
"C","2013-12-13","679.9136","73.27","-0.5","138.08","4803.7","927.9485","8771.16","15958.09"
"C","2013-12-12","684.5749","73.77","-0.51","193.38","4936.1","927.9479","8771.23","15958.08"
"C","2013-12-11","689.3774","74.29","-0.5","146.24","4768.4","927.9482","8771.28","15958.09"
"C","2013-12-10","693.9624","74.78","-0.46","211.28","4446","927.947","8666.89","15958.06"
"C","2013-12-09","698.2628","75.25","-0.47","206.79","4543.1","927.9465","8631.81","15958.05"
"C","2013-12-08","702.5795","75.71","-0.29","475.85","3151","927.9474","8745.09","15958.07"
"C","2013-12-07","705.2517","76","-0.38","250.84","3740.6","927.9475","8714.96","15958.07"
"C","2013-12-06","708.7856","76.38","-0.5","125.49","4797.6","927.9486","8533.26","15956.14"
"C","2013-12-05","713.4184","76.88","-0.49","138.71","4726.3","927.9479","8533.35","15877.4"
"C","2013-12-04","718.1221","77.39","-0.54","168.89","5179.2","927.9478","8533.46","15891.47"
"C","2013-12-03","723.1144","77.93","-0.52","126.29","4947.7","927.9481","8533.58","15865.04"
"C","2013-12-02","727.8649","78.44","-0.45","166.38","4331.1","927.9488","8533.69","15891.43"
"C","2013-12-01","731.9659","78.88","-0.28","407.64","2991.4","927.9475","8533.74","15947.08"
"C","2013-11-30","734.5534","79.16","-0.29","446.42","3091.3","927.9479","8750.65","15958.08"
"C","2013-11-29","737.1664","79.44","-0.44","262.21","4388.8","927.9531","8772.28","15958.19"
"C","2013-11-28","741.3169","79.89","-0.55","92.98","5153.8","927.95","8772.36","15958.12"
"C","2013-11-27","746.3969","80.44","-0.55","84.58","5158.4","927.948","8745.04","15958.08"
"C","2013-11-26","751.4936","80.98","-0.53","113.06","5031.6","927.9472","8567.13","15958.07"
"C","2013-11-25","756.4229","81.52","-0.44","131.05","4190.7","927.9477","8534.28","15764.61"
"C","2013-11-24","760.399","81.94","-0.19","250.41","2031.4","927.9491","8534.29","15788.66"
"C","2013-11-23","762.1816","82.14","-0.22","187.17","2261","927.9483","8534.28","15719.76"
"C","2013-11-22","764.3101","82.37","-0.36","103.05","3475.9","927.9477","8534.28","15719.74"
"C","2013-11-21","767.6742","82.73","-0.4","98.54","3775.9","927.9467","8534.27","15719.72"
"C","2013-11-20","771.3816","83.13","-0.31","179.01","3011.1","927.9448","8534.25","15719.68"
"C","2013-11-19","774.1973","83.43","-0.28","181.11","2811.2","927.9437","8534.24","15719.66"
"C","2013-11-18","776.7555","83.71","-0.25","261.44","2599.2","927.9428","8534.23","15719.64"
"C","2013-11-17","779.1015","83.96","-0.16","250.08","1719.4","927.9424","8534.22","15719.63"
"C","2013-11-16","780.6034","84.12","-0.17","262.66","1826.4","927.94","8534.2","15755.34"
"C","2013-11-15","782.18","84.29","-0.25","159.78","2472.7","927.9388","8534.19","15755.32"
"C","2013-11-14","784.4831","84.54","-0.19","185.95","1979.8","927.9292","8534.09","15719.36"
"C","2013-11-13","786.2763","84.74","-0.18","176.46","1842.2","927.9117","8533.91","15719"
"C","2013-11-12","787.857","84.91","-0.16","236.24","1711.2","927.9207","8534","15719.18"
"C","2013-11-11","789.3162","85.07","-0.11","267.32","1325.5","927.8944","8533.74","15718.64"
"C","2013-11-10","790.3836","85.19","-0.02","597","751.1","927.8394","8533.18","15717.49"
"C","2013-11-09","790.5933","85.2","0.03","783.68","484.2","927.8934","8533.73","15718.61"
"C","2013-11-08","790.3474","85.18","-0.02","546.44","688.4","927.8968","8533.76","15718.69"
"C","2013-11-07","790.5061","85.2","-0.01","578.35","646","927.8702","8533.49","15718.13"
"C","2013-11-06","790.3997","85.2","-0.09","350.44","1151.8","927.7528","8532.3","15715.69"
"C","2013-11-05","791.1187","85.28","-0.1","316.5","1215","927.7084","8531.85","15714.77"
"C","2013-11-04","791.9234","85.36","-0.06","425.99","1025.6","927.7087","8531.86","15768.11"
"C","2013-11-03","792.6442","85.44","0.06","858.99","344.2","927.7739","8532.52","15732.06"
"C","2013-11-02","792.1225","85.38","0.08","1131.04","380.6","927.7736","8532.51","15839.29"
"C","2013-11-01","791.4223","85.3","0.06","1004.99","493.8","927.7583","8532.36","15838.97"
"C","2013-10-31","789.1217","85.47","0.01","804.57","695.6","923.2405","8478.26","15733.78"
"C","2013-10-30","789.0946","85.47","0.04","1068.72","709.7","923.2048","8477.9","15733.04"
"C","2013-10-29","788.8508","85.45","0.09","1275.37","438.6","923.2036","8477.89","15826.3"
"C","2013-10-28","788.1192","85.36","0.16","1717.61","251.6","923.2512","8478.37","15827.29"
"C","2013-10-27","786.6961","85.21","0.23","2289.66","134.6","923.2473","8478.33","15827.21"
"C","2013-10-26","784.57","84.98","0.22","2253.87","200.1","923.2662","8717.54","15813.47"
"C","2013-10-25","782.5167","84.76","0.19","1991.12","210.5","923.2567","8716.76","15870.4"
"C","2013-10-24","780.7252","84.56","0.17","1745.83","217.4","923.2434","8716.62","15887.46"
"C","2013-10-23","779.1973","84.4","0.16","1732.48","248.7","923.2434","8716.62","15887.46"
"C","2013-10-22","777.7145","84.24","0.16","1713.71","210.9","923.2434","8716.62","15887.46"
"C","2013-10-21","776.1893","84.07","0.14","1569.07","288.9","923.2435","8716.62","15887.46"
"C","2013-10-20","774.8814","83.93","0.2","2040.37","214.9","923.2339","8716.53","15887.26"
"C","2013-10-19","773.0364","83.73","0.18","1922.92","228.9","923.2326","8716.51","15887.23"
"C","2013-10-18","771.3748","83.55","0.11","1376.04","385.1","923.2856","8717.05","15888.34"
"C","2013-10-17","770.3957","83.44","0.1","1373.59","463.4","923.3032","8717.23","15608.79"
"C","2013-10-16","769.3919","83.34","0.08","1212.73","464.2","923.2232","8706.08","15607.13"
"C","2013-10-15","768.7947","83.26","0.05","894.18","392.8","923.3213","8700.08","15609.16"
"C","2013-10-14","768.3001","83.21","0.05","1029.99","569.1","923.3295","8785.23","15609.33"
"C","2013-10-13","767.8939","83.17","0.18","1863.24","212.3","923.3291","8785.22","15609.32"
"C","2013-10-12","766.267","82.99","0.18","1794.93","145.1","923.3288","8785.22","15609.32"
"C","2013-10-11","764.5386","82.8","0.09","1234.82","395.2","923.3251","8724.03","15548.91"
"C","2013-10-10","763.6882","82.71","0.12","1410.08","314.7","923.3204","8723.98","15579.41"
"C","2013-10-09","762.2702","82.56","0.15","1642.16","258.3","923.323","8803.38","15609.2"
"C","2013-10-08","760.7993","82.4","0.16","1654.07","152.9","923.3145","8883.91","15609.02"
"C","2013-10-07","759.2053","82.23","0.17","1762.98","171","923.2723","8895.88","15608.14"
"C","2013-10-06","757.6001","82.05","0.24","2275.7","82.2","923.3155","8896.32","15609.04"
"C","2013-10-05","755.404","81.81","0.22","2109.91","103.8","923.3087","8896.25","15608.9"
"C","2013-10-04","753.419","81.6","0.15","1650.05","298.2","923.3013","8896.17","15608.75"
"C","2013-10-03","752.0955","81.46","0.17","1693.12","162.3","923.281","8895.97","15576.08"
"C","2013-10-02","750.5444","81.29","0.16","1663.78","140.5","923.2825","8895.98","15548.82"
"C","2013-10-01","749.06","81.12","0.15","1604.39","216.6","923.3612","8896.78","15537.44"
"C","2013-09-30","698.0315","80.78","0.18","1753.15","212","864.1281","8456.3","14909.27"
"C","2013-09-29","696.5085","80.6","0.31","2733.55","24.8","864.1402","8456.43","14819.15"
"C","2013-09-28","693.7868","80.29","0.29","2549.62","27.2","864.1408","8456.43","14819.16"
"C","2013-09-27","691.2392","79.99","0.17","1804.94","374.2","864.1417","8456.44","14889.09"
"C","2013-09-26","689.7761","79.82","0.14","1710.63","479.6","864.1416","8456.44","14922.57"
"C","2013-09-25","688.5212","79.68","0.16","1879.04","471.2","864.1375","8456.4","14922.48"
"C","2013-09-24","687.0773","79.51","0.21","1898.91","127.1","864.1212","8456.23","14944.1"
"C","2013-09-23","685.2782","79.3","0.21","1893.79","114.2","864.1167","8456.19","14944.01"
"C","2013-09-22","683.4603","79.09","0.31","2678.26","37.7","864.117","8456.19","14872.61"
"C","2013-09-21","680.7832","78.78","0.27","2357.14","37.6","864.117","8456.19","14806.26"
"C","2013-09-20","678.4437","78.51","0.32","2987.93","219.9","864.1171","8456.19","14921.26"
"C","2013-09-19","675.6555","78.19","0.17","1870.91","411.7","864.1177","8456.14","14926"
"C","2013-09-18","674.176","78.02","0.2","2017.42","316.3","864.1181","8456.09","14969.21"
"C","2013-09-17","672.4419","77.82","0.22","2133.12","208.2","864.1184","8456.04","14981.62"
"C","2013-09-16","670.4574","77.59","0.25","2213.4","78","864.1016","8455.81","14981.27"
"C","2013-09-15","668.2674","77.34","0.35","3042.04","24.4","864.0685","8455.39","14980.58"
"C","2013-09-14","665.2753","76.99","0.35","3024.86","23","864.1071","8455.67","14981.38"
"C","2013-09-13","662.2413","76.64","0.28","2605.7","168.9","864.1046","8455.55","14981.33"
"C","2013-09-12","659.7863","76.35","0.28","2700.84","248.2","864.1384","8455.82","14982.03"
"C","2013-09-11","657.328","76.07","0.25","2378.78","235.2","864.1315","8455.68","14971.96"
"C","2013-09-10","655.1805","75.82","0.25","2381.92","222.1","864.1445","8455.74","14982.16"
"C","2013-09-09","652.9742","75.57","0.27","2422.73","104.5","864.1188","8455.4","14981.63"
"C","2013-09-08","650.6886","75.3","0.37","3228.34","31.7","864.1387","8455.49","14982.04"
"C","2013-09-07","647.4517","74.93","0.37","3273.85","49.4","864.1198","8455.15","14981.65"
"C","2013-09-06","644.2692","74.56","0.31","2712.33","67","864.1141","8454.96","14981.53"
"C","2013-09-05","641.5723","74.33","0.31","2738.3","80.7","863.1028","8441.47","14980.42"
"C","2013-09-04","638.8899","74.02","0.3","2637.62","68.3","863.1086","8441.4","14980.54"
"C","2013-09-03","636.2964","73.72","0.27","2564.46","276.6","863.1222","8441.43","14980.82"
"C","2013-09-02","633.9884","73.45","0.3","2743.71","115.1","863.1086","8441.19","14980.54"
"C","2013-09-01","631.3587","73.15","0.39","3439.95","57.9","863.1492","8441.5","14981.39"
"C","2013-08-31","628.0077","72.76","0.42","3674.63","73.5","863.1547","8441.45","14981.5"
"C","2013-08-30","624.4062","72.34","0.32","2878.58","103.6","863.1414","8441.21","14981.22"
"C","2013-08-29","621.6091","72.02","0.31","2805.39","107.2","863.1459","8441.17","14981.32"
"C","2013-08-28","618.8859","71.7","0.33","2889.97","50.5","863.1429","8441.05","14981.25"
"C","2013-08-27","615.9773","71.36","0.31","2772.83","81.5","863.1386","8440.94","14981.17"
"C","2013-08-26","613.2817","71.05","0.34","3043.21","70.1","863.1591","8441.07","14981.59"
"C","2013-08-25","610.2928","70.7","0.4","3553.61","58.1","863.162","8441.01","14925.35"
"C","2013-08-24","606.7872","70.3","0.4","3492.93","65.1","863.1609","8440.89","14869.03"
"C","2013-08-23","603.3819","69.93","0.33","3075.36","250.4","862.7791","8436.65","14868.28"
"C","2013-08-22","600.5464","69.61","0.32","3134.67","378.9","862.7887","8436.66","14902.33"
"C","2013-08-21","597.7855","69.29","0.36","3371.23","254.9","862.7356","8436.04","14901.23"
"C","2013-08-20","594.7716","68.93","0.35","3279.4","271.1","862.841","8437.02","14910.62"
"C","2013-08-19","591.7431","68.58","0.33","3187.38","369.4","862.8377","8436.9","14962.88"
"C","2013-08-18","588.9048","68.25","0.42","3670.39","72.3","862.8357","8436.77","14962.84"
"C","2013-08-17","585.2903","67.83","0.43","3712.94","38.1","862.835","8436.64","14962.83"
"C","2013-08-16","581.5858","67.4","0.37","3408.37","227.5","862.8335","8436.52","14962.8"
"C","2013-08-15","578.3843","67.03","0.34","3354.66","423.4","862.8322","8436.41","14962.77"
"C","2013-08-14","575.421","66.69","0.33","3201.55","315.5","862.8","8436.01","14952.17"
"C","2013-08-13","572.4907","66.36","0.34","3305.18","403.9","862.7541","8370.42","14961.15"
"C","2013-08-12","569.5743","66.02","0.35","3309.58","252.3","862.7609","8342.88","14961.29"
"C","2013-08-11","566.5009","65.66","0.44","3834.53","80.3","862.7564","8342.72","14961.19"
"C","2013-08-10","562.7218","65.22","0.42","3700.5","110.5","862.7496","8342.53","14961.05"
"C","2013-08-09","560.5961","64.98","0.42","3730.08","64.4","862.7771","8370.2","14961.63"
"C","2013-08-08","555.3644","64.37","0.41","3594.42","91.4","862.7706","8357.94","14961.49"
